indicator,date,value
ZWE_TM_RPCH,1989-12-31,
ZWE_TM_RPCH,1988-12-31,
ZWE_TM_RPCH,1987-12-31,
ZWE_TM_RPCH,1986-12-31,
ZWE_TM_RPCH,1985-12-31,
ZWE_TM_RPCH,1984-12-31,
ZWE_TM_RPCH,1983-12-31,
ZWE_TM_RPCH,1982-12-31,
ZWE_TM_RPCH,1981-12-31,
ZWE_TM_RPCH,1980-12-31,
ZWE_TMG_RPCH,2028-12-31,4.195
ZWE_TMG_RPCH,2027-12-31,4.297
ZWE_TMG_RPCH,2026-12-31,4.16
ZWE_TMG_RPCH,2025-12-31,4.175
ZWE_TMG_RPCH,2024-12-31,3.151
ZWE_TMG_RPCH,2023-12-31,4.353
ZWE_TMG_RPCH,2022-12-31,6.588
ZWE_TMG_RPCH,2021-12-31,13.921
ZWE_TMG_RPCH,2020-12-31,21.319
ZWE_TMG_RPCH,2019-12-31,-27.838
ZWE_TMG_RPCH,2018-12-31,16.621
ZWE_TMG_RPCH,2017-12-31,-4.82
ZWE_TMG_RPCH,2016-12-31,-7.248
ZWE_TMG_RPCH,2015-12-31,24.297
ZWE_TMG_RPCH,2014-12-31,-5.086
ZWE_TMG_RPCH,2013-12-31,1.935
ZWE_TMG_RPCH,2012-12-31,-8.653
ZWE_TMG_RPCH,2011-12-31,29.924
ZWE_TMG_RPCH,2010-12-31,52.027
ZWE_TMG_RPCH,2009-12-31,16.112
ZWE_TMG_RPCH,2008-12-31,13.186
ZWE_TMG_RPCH,2007-12-31,-13.527
ZWE_TMG_RPCH,2006-12-31,-2.648
ZWE_TMG_RPCH,2005-12-31,-9.508
ZWE_TMG_RPCH,2004-12-31,-6.193
ZWE_TMG_RPCH,2003-12-31,-23.24
ZWE_TMG_RPCH,2002-12-31,3.32
ZWE_TMG_RPCH,2001-12-31,-1.95
ZWE_TMG_RPCH,2000-12-31,6.0
ZWE_TMG_RPCH,1999-12-31,-20.768
ZWE_TMG_RPCH,1998-12-31,-9.77
ZWE_TMG_RPCH,1997-12-31,17.634
ZWE_TMG_RPCH,1996-12-31,11.743
ZWE_TMG_RPCH,1995-12-31,9.886
ZWE_TMG_RPCH,1994-12-31,12.994
ZWE_TMG_RPCH,1993-12-31,-11.4
ZWE_TMG_RPCH,1992-12-31,3.341
ZWE_TMG_RPCH,1991-12-31,15.26
ZWE_TMG_RPCH,1990-12-31,9.653
ZWE_TMG_RPCH,1989-12-31,12.262
ZWE_TMG_RPCH,1988-12-31,4.365
ZWE_TMG_RPCH,1987-12-31,-5.794
ZWE_TMG_RPCH,1986-12-31,-4.1
ZWE_TMG_RPCH,1985-12-31,
ZWE_TMG_RPCH,1984-12-31,
ZWE_TMG_RPCH,1983-12-31,
ZWE_TMG_RPCH,1982-12-31,
ZWE_TMG_RPCH,1981-12-31,
ZWE_TMG_RPCH,1980-12-31,
ZWE_PPPSH,2028-12-31,0.024
ZWE_PPPSH,2027-12-31,0.024
ZWE_PPPSH,2026-12-31,0.024
ZWE_PPPSH,2025-12-31,0.024
ZWE_PPPSH,2024-12-31,0.024
ZWE_PPPSH,2023-12-31,0.024
ZWE_PPPSH,2022-12-31,0.024
ZWE_PPPSH,2021-12-31,0.024
ZWE_PPPSH,2020-12-31,0.024
ZWE_PPPSH,2019-12-31,0.025
ZWE_PPPSH,2018-12-31,0.028
ZWE_PPPSH,2017-12-31,0.027
ZWE_PPPSH,2016-12-31,0.033
ZWE_PPPSH,2015-12-31,0.033
ZWE_PPPSH,2014-12-31,0.032
ZWE_PPPSH,2013-12-31,0.032
ZWE_PPPSH,2012-12-31,0.031
ZWE_PPPSH,2011-12-31,0.028
ZWE_PPPSH,2010-12-31,0.026
ZWE_PPPSH,2009-12-31,0.023
ZWE_PPPSH,2008-12-31,0.021
ZWE_PPPSH,2007-12-31,0.026
ZWE_PPPSH,2006-12-31,0.028
ZWE_PPPSH,2005-12-31,0.031
ZWE_PPPSH,2004-12-31,0.035
ZWE_PPPSH,2003-12-31,0.039
ZWE_PPPSH,2002-12-31,0.049
ZWE_PPPSH,2001-12-31,0.054
ZWE_PPPSH,2000-12-31,0.056
ZWE_PPPSH,1999-12-31,0.061
ZWE_PPPSH,1998-12-31,0.064
ZWE_PPPSH,1997-12-31,
ZWE_PPPSH,1996-12-31,
ZWE_PPPSH,1995-12-31,
ZWE_PPPSH,1994-12-31,
ZWE_PPPSH,1993-12-31,
ZWE_PPPSH,1992-12-31,
ZWE_PPPSH,1991-12-31,
ZWE_PPPSH,1990-12-31,
ZWE_PPPSH,1989-12-31,
ZWE_PPPSH,1988-12-31,
ZWE_PPPSH,1987-12-31,
ZWE_PPPSH,1986-12-31,
ZWE_PPPSH,1985-12-31,
ZWE_PPPSH,1984-12-31,
ZWE_PPPSH,1983-12-31,
ZWE_PPPSH,1982-12-31,
ZWE_PPPSH,1981-12-31,
ZWE_PPPSH,1980-12-31,
ZWE_PPPPC,2028-12-31,3026.144
ZWE_PPPPC,2027-12-31,2938.463
ZWE_PPPPC,2026-12-31,2855.894
ZWE_PPPPC,2025-12-31,2776.765
ZWE_PPPPC,2024-12-31,2702.745
ZWE_PPPPC,2023-12-31,2627.106
ZWE_PPPPC,2022-12-31,2522.949
ZWE_PPPPC,2021-12-31,2336.388
ZWE_PPPPC,2020-12-31,2102.634
ZWE_PPPPC,2019-12-31,2294.623
ZWE_PPPPC,2018-12-31,2444.432
ZWE_PPPPC,2017-12-31,2311.529
ZWE_PPPPC,2016-12-31,2668.326
ZWE_PPPPC,2015-12-31,2643.158
ZWE_PPPPC,2014-12-31,2576.737
ZWE_PPPPC,2013-12-31,2545.906
ZWE_PPPPC,2012-12-31,2385.894
ZWE_PPPPC,2011-12-31,2174.895
ZWE_PPPPC,2010-12-31,1883.804
ZWE_PPPPC,2009-12-31,1569.285
ZWE_PPPPC,2008-12-31,1465.085
ZWE_PPPPC,2007-12-31,1729.349
ZWE_PPPPC,2006-12-31,1747.477
ZWE_PPPPC,2005-12-31,1784.419
ZWE_PPPPC,2004-12-31,1884.626
ZWE_PPPPC,2003-12-31,1973.28
ZWE_PPPPC,2002-12-31,2311.499
ZWE_PPPPC,2001-12-31,2459.457
ZWE_PPPPC,2000-12-31,2410.034
ZWE_PPPPC,1999-12-31,2454.245
ZWE_PPPPC,1998-12-31,2440.665
ZWE_PPPPC,1997-12-31,
ZWE_PPPPC,1996-12-31,
ZWE_PPPPC,1995-12-31,
ZWE_PPPPC,1994-12-31,
ZWE_PPPPC,1993-12-31,
ZWE_PPPPC,1992-12-31,
ZWE_PPPPC,1991-12-31,
ZWE_PPPPC,1990-12-31,
ZWE_PPPPC,1989-12-31,
ZWE_PPPPC,1988-12-31,
ZWE_PPPPC,1987-12-31,
ZWE_PPPPC,1986-12-31,
ZWE_PPPPC,1985-12-31,
ZWE_PPPPC,1984-12-31,
ZWE_PPPPC,1983-12-31,
ZWE_PPPPC,1982-12-31,
ZWE_PPPPC,1981-12-31,
ZWE_PPPPC,1980-12-31,
ZWE_PPPGDP,2028-12-31,53.652
ZWE_PPPGDP,2027-12-31,51.151
ZWE_PPPGDP,2026-12-31,48.822
ZWE_PPPGDP,2025-12-31,46.623
ZWE_PPPGDP,2024-12-31,44.543
ZWE_PPPGDP,2023-12-31,42.465
ZWE_PPPGDP,2022-12-31,39.905
ZWE_PPPGDP,2021-12-31,36.196
ZWE_PPPGDP,2020-12-31,31.938
ZWE_PPPGDP,2019-12-31,34.202
ZWE_PPPGDP,2018-12-31,35.791
ZWE_PPPGDP,2017-12-31,33.371
ZWE_PPPGDP,2016-12-31,37.965
ZWE_PPPGDP,2015-12-31,37.028
ZWE_PPPGDP,2014-12-31,35.502
ZWE_PPPGDP,2013-12-31,34.191
ZWE_PPPGDP,2012-12-31,31.163
ZWE_PPPGDP,2011-12-31,27.098
ZWE_PPPGDP,2010-12-31,23.246
ZWE_PPPGDP,2009-12-31,19.192
ZWE_PPPGDP,2008-12-31,17.757
ZWE_PPPGDP,2007-12-31,20.821
ZWE_PPPGDP,2006-12-31,20.987
ZWE_PPPGDP,2005-12-31,21.11
ZWE_PPPGDP,2004-12-31,22.107
ZWE_PPPGDP,2003-12-31,22.969
ZWE_PPPGDP,2002-12-31,26.887
ZWE_PPPGDP,2001-12-31,28.684
ZWE_PPPGDP,2000-12-31,28.18
ZWE_PPPGDP,1999-12-31,28.773
ZWE_PPPGDP,1998-12-31,28.692
ZWE_PPPGDP,1997-12-31,
ZWE_PPPGDP,1996-12-31,
ZWE_PPPGDP,1995-12-31,
ZWE_PPPGDP,1994-12-31,
ZWE_PPPGDP,1993-12-31,
ZWE_PPPGDP,1992-12-31,
ZWE_PPPGDP,1991-12-31,
ZWE_PPPGDP,1990-12-31,
ZWE_PPPGDP,1989-12-31,
ZWE_PPPGDP,1988-12-31,
ZWE_PPPGDP,1987-12-31,
ZWE_PPPGDP,1986-12-31,
ZWE_PPPGDP,1985-12-31,
ZWE_PPPGDP,1984-12-31,
ZWE_PPPGDP,1983-12-31,
ZWE_PPPGDP,1982-12-31,
ZWE_PPPGDP,1981-12-31,
ZWE_PPPGDP,1980-12-31,
ZWE_PPPEX,2028-12-31,16853.222
ZWE_PPPEX,2027-12-31,13342.106
ZWE_PPPEX,2026-12-31,9344.458
ZWE_PPPEX,2025-12-31,5154.093
ZWE_PPPEX,2024-12-31,2328.555
ZWE_PPPEX,2023-12-31,952.533
ZWE_PPPEX,2022-12-31,323.017
ZWE_PPPEX,2021-12-31,88.01
ZWE_PPPEX,2020-12-31,43.172
ZWE_PPPEX,2019-12-31,6.203
ZWE_PPPEX,2018-12-31,1.032
ZWE_PPPEX,2017-12-31,0.641
ZWE_PPPEX,2016-12-31,0.541
ZWE_PPPEX,2015-12-31,0.539
ZWE_PPPEX,2014-12-31,0.549
ZWE_PPPEX,2013-12-31,0.558
ZWE_PPPEX,2012-12-31,0.549
ZWE_PPPEX,2011-12-31,0.52
ZWE_PPPEX,2010-12-31,0.518
ZWE_PPPEX,2009-12-31,0.504
ZWE_PPPEX,2008-12-31,0.378
ZWE_PPPEX,2007-12-31,0.374
ZWE_PPPEX,2006-12-31,0.388
ZWE_PPPEX,2005-12-31,0.429
ZWE_PPPEX,2004-12-31,0.428
ZWE_PPPEX,2003-12-31,0.417
ZWE_PPPEX,2002-12-31,0.399
ZWE_PPPEX,2001-12-31,0.392
ZWE_PPPEX,2000-12-31,0.402
ZWE_PPPEX,1999-12-31,0.409
ZWE_PPPEX,1998-12-31,0.422
ZWE_PPPEX,1997-12-31,
ZWE_PPPEX,1996-12-31,
ZWE_PPPEX,1995-12-31,
ZWE_PPPEX,1994-12-31,
ZWE_PPPEX,1993-12-31,
ZWE_PPPEX,1992-12-31,
ZWE_PPPEX,1991-12-31,
ZWE_PPPEX,1990-12-31,
ZWE_PPPEX,1989-12-31,
ZWE_PPPEX,1988-12-31,
ZWE_PPPEX,1987-12-31,
ZWE_PPPEX,1986-12-31,
ZWE_PPPEX,1985-12-31,
ZWE_PPPEX,1984-12-31,
ZWE_PPPEX,1983-12-31,
ZWE_PPPEX,1982-12-31,
ZWE_PPPEX,1981-12-31,
ZWE_PPPEX,1980-12-31,
ZWE_PCPIPCH,2028-12-31,20.81
ZWE_PCPIPCH,2027-12-31,52.27
ZWE_PCPIPCH,2026-12-31,72.342
ZWE_PCPIPCH,2025-12-31,105.719
ZWE_PCPIPCH,2024-12-31,134.59
ZWE_PCPIPCH,2023-12-31,172.172
ZWE_PCPIPCH,2022-12-31,193.399
ZWE_PCPIPCH,2021-12-31,98.546
ZWE_PCPIPCH,2020-12-31,557.21
ZWE_PCPIPCH,2019-12-31,255.292
ZWE_PCPIPCH,2018-12-31,10.607
ZWE_PCPIPCH,2017-12-31,0.907
ZWE_PCPIPCH,2016-12-31,-1.558
ZWE_PCPIPCH,2015-12-31,-2.41
ZWE_PCPIPCH,2014-12-31,-0.213
ZWE_PCPIPCH,2013-12-31,1.632
ZWE_PCPIPCH,2012-12-31,3.72
ZWE_PCPIPCH,2011-12-31,3.47
ZWE_PCPIPCH,2010-12-31,3.045
ZWE_PCPIPCH,2009-12-31,6.216
ZWE_PCPIPCH,2008-12-31,156.964
ZWE_PCPIPCH,2007-12-31,-72.729
ZWE_PCPIPCH,2006-12-31,32.974
ZWE_PCPIPCH,2005-12-31,-31.522
ZWE_PCPIPCH,2004-12-31,113.569
ZWE_PCPIPCH,2003-12-31,-8.565
ZWE_PCPIPCH,2002-12-31,-34.445
ZWE_PCPIPCH,2001-12-31,-37.198
ZWE_PCPIPCH,2000-12-31,4.475
ZWE_PCPIPCH,1999-12-31,-13.431
ZWE_PCPIPCH,1998-12-31,-28.023
ZWE_PCPIPCH,1997-12-31,-0.965
ZWE_PCPIPCH,1996-12-31,6.006
ZWE_PCPIPCH,1995-12-31,15.227
ZWE_PCPIPCH,1994-12-31,-2.761
ZWE_PCPIPCH,1993-12-31,0.376
ZWE_PCPIPCH,1992-12-31,-2.998
ZWE_PCPIPCH,1991-12-31,-13.143
ZWE_PCPIPCH,1990-12-31,1.345
ZWE_PCPIPCH,1989-12-31,-3.847
ZWE_PCPIPCH,1988-12-31,-1.057
ZWE_PCPIPCH,1987-12-31,12.785
ZWE_PCPIPCH,1986-12-31,10.666
ZWE_PCPIPCH,1985-12-31,-16.01
ZWE_PCPIPCH,1984-12-31,-1.857
ZWE_PCPIPCH,1983-12-31,-8.452
ZWE_PCPIPCH,1982-12-31,0.59
ZWE_PCPIPCH,1981-12-31,5.556
ZWE_PCPIPCH,1980-12-31,
ZWE_PCPIEPCH,2028-12-31,12.148
ZWE_PCPIEPCH,2027-12-31,24.92
ZWE_PCPIEPCH,2026-12-31,67.389
ZWE_PCPIEPCH,2025-12-31,90.121
ZWE_PCPIEPCH,2024-12-31,120.219
ZWE_PCPIEPCH,2023-12-31,181.753
ZWE_PCPIEPCH,2022-12-31,243.76
ZWE_PCPIEPCH,2021-12-31,60.737
ZWE_PCPIEPCH,2020-12-31,348.586
ZWE_PCPIEPCH,2019-12-31,521.15
ZWE_PCPIEPCH,2018-12-31,42.074
ZWE_PCPIEPCH,2017-12-31,3.43
ZWE_PCPIEPCH,2016-12-31,-0.898
ZWE_PCPIEPCH,2015-12-31,-2.473
ZWE_PCPIEPCH,2014-12-31,-0.796
ZWE_PCPIEPCH,2013-12-31,0.331
ZWE_PCPIEPCH,2012-12-31,2.914
ZWE_PCPIEPCH,2011-12-31,4.92
ZWE_PCPIEPCH,2010-12-31,3.217
ZWE_PCPIEPCH,2009-12-31,-7.67
ZWE_PCPIEPCH,2008-12-31,
ZWE_PCPIEPCH,2007-12-31,
ZWE_PCPIEPCH,2006-12-31,
ZWE_PCPIEPCH,2005-12-31,
ZWE_PCPIEPCH,2004-12-31,
ZWE_PCPIEPCH,2003-12-31,
ZWE_PCPIEPCH,2002-12-31,
ZWE_PCPIEPCH,2001-12-31,
ZWE_PCPIEPCH,2000-12-31,
ZWE_PCPIEPCH,1999-12-31,
ZWE_PCPIEPCH,1998-12-31,
ZWE_PCPIEPCH,1997-12-31,
ZWE_PCPIEPCH,1996-12-31,
ZWE_PCPIEPCH,1995-12-31,
ZWE_PCPIEPCH,1994-12-31,
ZWE_PCPIEPCH,1993-12-31,
ZWE_PCPIEPCH,1992-12-31,
ZWE_PCPIEPCH,1991-12-31,
ZWE_PCPIEPCH,1990-12-31,
ZWE_PCPIEPCH,1989-12-31,
ZWE_PCPIEPCH,1988-12-31,
ZWE_PCPIEPCH,1987-12-31,
ZWE_PCPIEPCH,1986-12-31,
ZWE_PCPIEPCH,1985-12-31,
ZWE_PCPIEPCH,1984-12-31,
ZWE_PCPIEPCH,1983-12-31,
ZWE_PCPIEPCH,1982-12-31,
ZWE_PCPIEPCH,1981-12-31,
ZWE_PCPIEPCH,1980-12-31,
ZWE_PCPIE,2028-12-31,366488.132
ZWE_PCPIE,2027-12-31,326789.289
ZWE_PCPIE,2026-12-31,261598.137
ZWE_PCPIE,2025-12-31,156281.633
ZWE_PCPIE,2024-12-31,82201.272
ZWE_PCPIE,2023-12-31,37327.036
ZWE_PCPIE,2022-12-31,13248.152
ZWE_PCPIE,2021-12-31,3853.897
ZWE_PCPIE,2020-12-31,2397.639
ZWE_PCPIE,2019-12-31,534.489
ZWE_PCPIE,2018-12-31,86.048
ZWE_PCPIE,2017-12-31,60.566
ZWE_PCPIE,2016-12-31,58.557
ZWE_PCPIE,2015-12-31,59.087
ZWE_PCPIE,2014-12-31,60.586
ZWE_PCPIE,2013-12-31,61.072
ZWE_PCPIE,2012-12-31,60.87
ZWE_PCPIE,2011-12-31,59.146
ZWE_PCPIE,2010-12-31,56.373
ZWE_PCPIE,2009-12-31,54.616
ZWE_PCPIE,2008-12-31,59.153
ZWE_PCPIE,2007-12-31,
ZWE_PCPIE,2006-12-31,
ZWE_PCPIE,2005-12-31,
ZWE_PCPIE,2004-12-31,
ZWE_PCPIE,2003-12-31,
ZWE_PCPIE,2002-12-31,
ZWE_PCPIE,2001-12-31,
ZWE_PCPIE,2000-12-31,
ZWE_PCPIE,1999-12-31,
ZWE_PCPIE,1998-12-31,
ZWE_PCPIE,1997-12-31,
ZWE_PCPIE,1996-12-31,
ZWE_PCPIE,1995-12-31,
ZWE_PCPIE,1994-12-31,
ZWE_PCPIE,1993-12-31,
ZWE_PCPIE,1992-12-31,
ZWE_PCPIE,1991-12-31,
ZWE_PCPIE,1990-12-31,
ZWE_PCPIE,1989-12-31,
ZWE_PCPIE,1988-12-31,
ZWE_PCPIE,1987-12-31,
ZWE_PCPIE,1986-12-31,
ZWE_PCPIE,1985-12-31,
ZWE_PCPIE,1984-12-31,
ZWE_PCPIE,1983-12-31,
ZWE_PCPIE,1982-12-31,
ZWE_PCPIE,1981-12-31,
ZWE_PCPIE,1980-12-31,
ZWE_PCPI,2028-12-31,371157.161
ZWE_PCPI,2027-12-31,307222.903
ZWE_PCPI,2026-12-31,201762.152
ZWE_PCPI,2025-12-31,117070.586
ZWE_PCPI,2024-12-31,56907.906
ZWE_PCPI,2023-12-31,24258.487
ZWE_PCPI,2022-12-31,8912.927
ZWE_PCPI,2021-12-31,3037.819
ZWE_PCPI,2020-12-31,1530.031
ZWE_PCPI,2019-12-31,232.807
ZWE_PCPI,2018-12-31,65.526
ZWE_PCPI,2017-12-31,59.242
ZWE_PCPI,2016-12-31,58.709
ZWE_PCPI,2015-12-31,59.638
ZWE_PCPI,2014-12-31,61.111
ZWE_PCPI,2013-12-31,61.241
ZWE_PCPI,2012-12-31,60.258
ZWE_PCPI,2011-12-31,58.097
ZWE_PCPI,2010-12-31,56.148
ZWE_PCPI,2009-12-31,54.489
ZWE_PCPI,2008-12-31,51.3
ZWE_PCPI,2007-12-31,19.964
ZWE_PCPI,2006-12-31,73.207
ZWE_PCPI,2005-12-31,55.053
ZWE_PCPI,2004-12-31,80.396
ZWE_PCPI,2003-12-31,37.644
ZWE_PCPI,2002-12-31,41.17
ZWE_PCPI,2001-12-31,62.802
ZWE_PCPI,2000-12-31,100.0
ZWE_PCPI,1999-12-31,95.716
ZWE_PCPI,1998-12-31,110.566
ZWE_PCPI,1997-12-31,153.614
ZWE_PCPI,1996-12-31,155.112
ZWE_PCPI,1995-12-31,146.324
ZWE_PCPI,1994-12-31,126.988
ZWE_PCPI,1993-12-31,130.594
ZWE_PCPI,1992-12-31,130.104
ZWE_PCPI,1991-12-31,134.125
ZWE_PCPI,1990-12-31,154.421
ZWE_PCPI,1989-12-31,152.372
ZWE_PCPI,1988-12-31,158.468
ZWE_PCPI,1987-12-31,160.161
ZWE_PCPI,1986-12-31,142.006
ZWE_PCPI,1985-12-31,128.32
ZWE_PCPI,1984-12-31,152.78
ZWE_PCPI,1983-12-31,155.671
ZWE_PCPI,1982-12-31,170.043
ZWE_PCPI,1981-12-31,169.046
ZWE_PCPI,1980-12-31,160.147
ZWE_NID_NGDP,2028-12-31,
ZWE_NID_NGDP,2027-12-31,
ZWE_NID_NGDP,2026-12-31,
ZWE_NID_NGDP,2025-12-31,
ZWE_NID_NGDP,2024-12-31,
ZWE_NID_NGDP,2023-12-31,
ZWE_NID_NGDP,2022-12-31,
ZWE_NID_NGDP,2021-12-31,
ZWE_NID_NGDP,2020-12-31,
ZWE_NID_NGDP,2019-12-31,
ZWE_NID_NGDP,2018-12-31,
ZWE_NID_NGDP,2017-12-31,
ZWE_NID_NGDP,2016-12-31,
ZWE_NID_NGDP,2015-12-31,
ZWE_NID_NGDP,2014-12-31,
ZWE_NID_NGDP,2013-12-31,
ZWE_NID_NGDP,2012-12-31,
ZWE_NID_NGDP,2011-12-31,
ZWE_NID_NGDP,2010-12-31,
ZWE_NID_NGDP,2009-12-31,
ZWE_NID_NGDP,2008-12-31,
ZWE_NID_NGDP,2007-12-31,
ZWE_NID_NGDP,2006-12-31,
ZWE_NID_NGDP,2005-12-31,
ZWE_NID_NGDP,2004-12-31,
ZWE_NID_NGDP,2003-12-31,
ZWE_NID_NGDP,2002-12-31,
ZWE_NID_NGDP,2001-12-31,
ZWE_NID_NGDP,2000-12-31,
ZWE_NID_NGDP,1999-12-31,
ZWE_NID_NGDP,1998-12-31,
ZWE_NID_NGDP,1997-12-31,
ZWE_NID_NGDP,1996-12-31,
ZWE_NID_NGDP,1995-12-31,
ZWE_NID_NGDP,1994-12-31,
ZWE_NID_NGDP,1993-12-31,
ZWE_NID_NGDP,1992-12-31,
ZWE_NID_NGDP,1991-12-31,
ZWE_NID_NGDP,1990-12-31,
ZWE_NID_NGDP,1989-12-31,
ZWE_NID_NGDP,1988-12-31,
ZWE_NID_NGDP,1987-12-31,
ZWE_NID_NGDP,1986-12-31,
